BestellungID;PosID;ProduktID;SpezLieferAdrID;Menge;Preis
1;1;36;;1;0,5
2;2;15;;0;4,5
3;3;99;;7;3,8
4;4;88;;5;0,5
5;5;87;;1;0,5
6;6;87;;10;0,5
7;7;44;;2;4,0
8;8;26;;6;4,0
9;9;34;;2;0,75
10;10;103;;3;5,0
11;11;15;;5;4,5
12;12;104;;7;5,0
13;13;74;;6;3,0
14;14;111;;1;8,0
15;15;49;;2;3,8
16;16;118;;8;6,0
17;17;62;;2;4,0
18;18;77;;5;2,0
19;19;34;;7;0,75
20;20;64;;9;4,5
21;21;69;;10;2,0
22;22;123;;10;3,0
23;23;48;;0;4,5
24;24;97;;0;9,0
25;25;53;;8;5,0
26;26;114;;2;4,5
27;27;115;;4;4,5
28;28;86;;10;0,5
29;29;47;;1;9,0
30;30;78;;2;2,0
31;31;57;;10;8,0
32;32;50;;2;5,6
33;33;55;;2;5,0
34;34;42;;2;2,4
35;35;99;;6;3,8
36;36;4;;9;5,0
37;37;19;;5;2,0
38;38;45;;0;2,0
39;39;97;;9;9,0
40;40;66;;8;3,0
41;41;21;;7;4,0
42;42;33;;0;0,8
43;43;18;;5;6,0
44;44;81;;9;2,0
45;45;19;;6;2,0
46;46;18;;5;6,0
47;47;120;;5;8,0
48;48;93;;0;2,3
49;49;48;;6;4,5
50;50;105;;10;5,0
51;51;66;;3;3,0
52;52;84;;5;0,75
53;53;68;;7;6,0
54;54;1;;1;2,0
55;55;90;;0;1,0
56;56;43;;1;2,3
57;57;77;;6;2,0
58;58;82;;8;5,0
59;59;92;;3;2,4
60;60;39;;3;0,8
61;61;37;;6;0,5
62;62;48;;5;4,5
63;63;96;;4;8,0
64;64;113;;6;4,5
65;65;1;;5;2,0
66;66;69;;8;2,0
67;67;107;;0;8,0
68;68;56;;0;7,0
69;69;20;;2;8,0
70;70;64;;6;4,5
71;71;35;;2;1,0
72;72;94;;5;4,0
73;73;3;;5;5,0
74;74;114;;8;4,5
75;75;81;;3;2,0
76;76;58;;1;8,0
77;77;13;;5;4,5
78;78;3;;1;5,0
79;79;70;;5;8,0
80;80;43;;3;2,3
81;81;120;;2;8,0
82;82;60;;4;0,5
83;83;9;;5;3,0
84;84;25;;9;7,0
85;85;112;;6;4,0
86;86;23;;0;3,0
87;87;53;;5;5,0
88;88;94;;7;4,0
89;89;73;;7;3,0
90;90;30;;4;4,0
91;91;46;;8;8,0
92;92;101;;7;2,0
93;93;36;;7;0,5
94;94;68;;9;6,0
95;95;77;;3;2,0
96;96;111;;3;8,0
97;97;35;;1;1,0
98;98;112;;9;4,0
99;99;19;;10;2,0
100;100;44;;3;4,0
101;101;26;;3;4,0
102;102;15;;2;4,5
103;103;41;;2;1,2
104;104;107;;5;8,0
105;105;80;;4;4,0
106;106;41;;2;1,2
107;107;116;;4;3,0
108;108;110;;4;0,5
109;109;9;;10;3,0
110;110;50;;0;5,6
111;111;22;;8;2,0
112;112;120;;0;8,0
113;113;28;;9;2,0
114;114;53;;9;5,0
115;115;96;;4;8,0
116;116;44;;8;4,0
117;117;118;;0;6,0
118;118;13;;3;4,5
119;119;103;;9;5,0
120;120;11;;6;8,0
121;121;39;;4;0,8
122;122;109;;5;3,0
123;123;73;;5;3,0
124;124;68;;5;6,0
125;125;27;;1;2,0
126;126;46;;9;8,0
127;127;98;;7;4,5
128;128;102;;10;4,0
129;129;121;;8;4,0
130;130;87;;5;0,5
131;131;57;;8;8,0
132;132;124;;6;3,0
133;133;71;;9;4,0
134;134;122;;7;2,0
135;135;80;;0;4,0
136;136;119;;5;2,0
137;137;90;;4;1,0
138;138;67;;7;3,5
139;139;113;;2;4,5
140;140;11;;3;8,0
141;141;98;;0;4,5
142;142;30;;3;4,0
143;143;24;;5;3,0
144;144;77;;8;2,0
145;145;23;;10;3,0
146;146;85;;10;1,0
147;147;97;;10;9,0
148;148;117;;7;3,5
149;149;60;;2;0,5
150;150;113;;0;4,5
151;151;23;;2;3,0
152;152;78;;9;2,0
153;153;57;;9;8,0
154;154;21;;6;4,0
155;155;105;;7;5,0
156;156;7;;6;8,0
157;157;90;;9;1,0
158;158;2;;4;4,0
159;159;28;;9;2,0
160;160;51;;7;2,0
161;161;124;;4;3,0
162;162;101;;7;2,0
163;163;6;;6;7,0
164;164;14;;4;4,5
165;165;76;;6;4,0
166;166;20;;8;8,0
167;167;5;;1;5,0
168;168;125;;1;7,0
169;169;39;;2;0,8
170;170;88;;10;0,5
171;171;61;;3;8,0
172;172;93;;1;2,3
173;173;77;;8;2,0
174;174;10;;10;0,5
175;175;20;;0;8,0
176;176;94;;10;4,0
177;177;117;;7;3,5
178;178;24;;8;3,0
179;179;121;;4;4,0
180;180;104;;7;5,0
181;181;123;;10;3,0
182;182;83;;10;0,8
183;183;124;;7;3,0
184;184;76;;10;4,0
185;185;112;;1;4,0
186;186;30;;5;4,0
187;187;13;;9;4,5
188;188;12;;4;4,0
189;189;58;;6;8,0
190;190;38;;3;0,5
191;191;80;;5;4,0
192;192;122;;0;2,0
193;193;34;;8;0,75
194;194;114;;8;4,5
195;195;102;;7;4,0
196;196;84;;2;0,75
197;197;80;;2;4,0
198;198;74;;6;3,0
199;199;52;;7;4,0
200;200;38;;1;0,5
201;201;122;;10;2,0
202;202;52;;1;4,0
203;203;39;;8;0,8
204;204;69;;9;2,0
205;205;86;;4;0,5
206;206;33;;0;0,8
207;207;53;;2;5,0
208;208;14;;5;4,5
209;209;58;;5;8,0
210;210;102;;5;4,0
211;211;62;;5;4,0
212;212;85;;3;1,0
213;213;58;;9;8,0
214;214;3;;3;5,0
215;215;119;;1;2,0
216;216;110;;7;0,5
217;217;95;;10;2,0
218;218;7;;10;8,0
219;219;48;;6;4,5
220;220;113;;2;4,5
221;221;36;;7;0,5
222;222;39;;3;0,8
223;223;68;;0;6,0
224;224;92;;0;2,4
225;225;13;;9;4,5
226;226;112;;2;4,0
227;227;8;;6;8,0
228;228;83;;1;0,8
229;229;95;;2;2,0
230;230;119;;8;2,0
231;231;71;;6;4,0
232;232;32;;6;5,0
233;233;122;;8;2,0
234;234;56;;0;7,0
235;235;15;;3;4,5
236;236;102;;10;4,0
237;237;103;;2;5,0
238;238;64;;7;4,5
239;239;126;;7;4,0
240;240;115;;6;4,5
241;241;83;;5;0,8
242;242;22;;8;2,0
243;243;55;;7;5,0
244;244;83;;0;0,8
245;245;10;;10;0,5
246;246;84;;6;0,75
247;247;81;;1;2,0
248;248;90;;5;1,0
249;249;56;;0;7,0
250;250;53;;1;5,0
251;251;98;;7;4,5
252;252;91;;1;1,2
253;253;95;;3;2,0
254;254;2;;5;4,0
255;255;74;;0;3,0
256;256;21;;1;4,0
257;257;80;;10;4,0
258;258;4;;5;5,0
259;259;75;;4;7,0
260;260;25;;2;7,0
261;261;84;;7;0,75
262;262;125;;3;7,0
263;263;27;;0;2,0
264;264;97;;8;9,0
265;265;40;;8;1,0
266;266;33;;5;0,8
267;267;46;;8;8,0
268;268;52;;6;4,0
269;269;119;;10;2,0
270;270;15;;3;4,5
271;271;94;;4;4,0
272;272;122;;4;2,0
273;273;61;;10;8,0
274;274;20;;2;8,0
275;275;121;;9;4,0
276;276;11;;9;8,0
277;277;114;;4;4,5
278;278;37;;6;0,5
279;279;90;;6;1,0
280;280;2;;5;4,0
281;281;34;;3;0,75
282;282;33;;10;0,8
283;283;47;;3;9,0
284;284;72;;4;2,0
285;285;22;;3;2,0
286;286;63;;8;4,5
287;287;12;;7;4,0
288;288;63;;6;4,5
289;289;9;;3;3,0
290;290;100;;5;5,6
291;291;26;;9;4,0
292;292;65;;7;4,5
293;293;91;;8;1,2
294;294;35;;7;1,0
295;295;68;;1;6,0
296;296;35;;7;1,0
