BestellungID;PosID;ProduktID;SpezLieferAdrID;Menge;Preis
3663;7566;122;;11;2,0
3663;7567;47;;7;9,0
3663;7568;6;;7;7,0
3664;7569;44;;2;4,0
3665;7570;17;;11;3,5
3665;7571;125;;11;7,0
3665;7572;75;;6;7,0
3666;7573;70;;8;8,0
3667;7574;8;;9;8,0
3667;7575;35;;10;1,0
3668;7576;21;;3;4,0
3669;7577;118;;9;6,0
3669;7578;57;;8;8,0
3669;7579;1;;1;2,0
3670;7580;71;;9;4,0
3671;7581;109;;4;3,0
3672;7582;59;;7;3,0
3672;7583;103;;5;5,0
3672;7584;112;;8;4,0
3673;7585;44;;6;4,0
3673;7586;65;;9;4,5
3674;7587;42;;9;2,4
3674;7588;96;;6;8,0
3674;7589;60;;9;0,5
3675;7590;108;;3;8,0
3675;7591;86;;3;0,5
3675;7592;52;;9;4,0
3676;7593;7;;7;8,0
3677;7594;105;;2;5,0
3678;7595;26;;5;4,0
3678;7596;79;;1;1,5
3679;7597;108;;7;8,0
3680;7598;97;;10;9,0
3680;7599;53;;11;5,0
3680;7600;44;;2;4,0
3681;7601;69;;8;2,0
3681;7602;11;;11;8,0
3681;7603;120;;10;8,0
3682;7604;89;;8;0,8
3682;7605;104;;7;5,0
3682;7606;71;;8;4,0
3683;7607;41;;1;1,2
3684;7608;80;;6;4,0
3685;7609;87;;4;0,5
3685;7610;14;;1;4,5
3686;7611;59;;1;3,0
3686;7612;28;;4;2,0
3687;7613;45;;3;2,0
3688;7614;56;;5;7,0
3688;7615;28;;11;2,0
3689;7616;5;;9;5,0
3689;7617;10;;2;0,5
3689;7618;85;;7;1,0
3690;7619;106;;3;7,0
3690;7620;44;;4;4,0
3690;7621;53;;3;5,0
3691;7622;36;;2;0,5
3691;7623;44;;5;4,0
3692;7624;19;;1;2,0
3692;7625;38;;8;0,5
3692;7626;19;;4;2,0
3693;7627;58;;9;8,0
3693;7628;19;;5;2,0
3694;7629;41;;8;1,2
3694;7630;124;;4;3,0
3695;7631;67;;5;3,5
3695;7632;97;;7;9,0
3696;7633;63;;1;4,5
3696;7634;99;;11;3,8
3697;7635;50;;10;5,6
3697;7636;80;;4;4,0
3697;7637;3;;11;5,0
3698;7638;44;;8;4,0
3699;7639;4;;7;5,0
3699;7640;126;;6;4,0
3700;7641;31;;9;2,0
3701;7642;116;;7;3,0
3701;7643;14;;2;4,5
3701;7644;42;;6;2,4
3702;7645;85;;3;1,0
3703;7646;76;;9;4,0
3704;7647;92;;8;2,4
3704;7648;90;;7;1,0
3704;7649;41;;1;1,2
3705;7650;65;;1;4,5
3705;7651;117;;9;3,5
3706;7652;120;;9;8,0
3706;7653;79;;5;1,5
3707;7654;96;;4;8,0
3707;7655;30;;3;4,0
3708;7656;21;;4;4,0
3709;7657;56;;9;7,0
3709;7658;19;;8;2,0
3710;7659;116;;2;3,0
3710;7660;75;;5;7,0
3710;7661;64;;7;4,5
3711;7662;30;;11;4,0
3711;7663;56;;8;7,0
3711;7664;105;;8;5,0
3712;7665;29;;6;1,5
3712;7666;100;;1;5,6
3713;7667;100;;2;5,6
3714;7668;111;;6;8,0
3715;7669;72;;6;2,0
3715;7670;91;;1;1,2
3716;7671;115;;5;4,5
3716;7672;85;;10;1,0
3717;7673;6;;6;7,0
3717;7674;37;;9;0,5
3717;7675;93;;8;2,3
3718;7676;25;;10;7,0
3718;7677;76;;9;4,0
3718;7678;28;;7;2,0
3719;7679;114;;10;4,5
3720;7680;81;;4;2,0
3721;7681;103;;3;5,0
3722;7682;21;;3;4,0
3722;7683;109;;11;3,0
3723;7684;36;;10;0,5
3723;7685;117;;7;3,5
3723;7686;68;;10;6,0
3724;7687;97;;2;9,0
3724;7688;7;;8;8,0
3724;7689;87;;2;0,5
3725;7690;108;;7;8,0
3725;7691;25;;1;7,0
3726;7692;37;;8;0,5
3727;7693;36;;2;0,5
3727;7694;1;;3;2,0
3728;7695;104;;7;5,0
3728;7696;62;;7;4,0
3728;7697;68;;5;6,0
3729;7698;32;;2;5,0
3730;7699;14;;6;4,5
3731;7700;6;;7;7,0
3731;7701;117;;1;3,5
3732;7702;21;;9;4,0
3733;7703;56;;2;7,0
3734;7704;51;;1;2,0
3735;7705;66;;9;3,0
3736;7706;1;;6;2,0
3736;7707;77;;9;2,0
3736;7708;35;;1;1,0
3737;7709;99;;4;3,8
3737;7710;126;;7;4,0
3737;7711;118;;11;6,0
3738;7712;126;;6;4,0
3739;7713;66;;6;3,0
3740;7714;16;;10;3,0
3741;7715;98;;5;4,5
3742;7716;98;;11;4,5
3743;7717;90;;3;1,0
3743;7718;15;;6;4,5
3744;7719;19;;4;2,0
3745;7720;69;;1;2,0
3745;7721;42;;10;2,4
3745;7722;126;;10;4,0
3746;7723;18;;2;6,0
3747;7724;1;;2;2,0
3748;7725;81;;6;2,0
3748;7726;85;;5;1,0
3749;7727;111;;7;8,0
3749;7728;25;;6;7,0
3750;7729;21;;5;4,0
3751;7730;80;;11;4,0
3752;7731;110;;4;0,5
3752;7732;51;;4;2,0
3752;7733;4;;11;5,0
3753;7734;5;;3;5,0
3753;7735;20;;1;8,0
3753;7736;48;;9;4,5
3754;7737;51;;1;2,0
3754;7738;84;;4;0,75
3754;7739;53;;3;5,0
3755;7740;22;;9;2,0
3756;7741;37;;9;0,5
3756;7742;35;;2;1,0
3757;7743;122;;9;2,0
3758;7744;64;;1;4,5
3758;7745;124;;10;3,0
3759;7746;63;;6;4,5
3759;7747;40;;7;1,0
3760;7748;95;;3;2,0
3760;7749;98;;5;4,5
3761;7750;36;;1;0,5
3761;7751;126;;1;4,0
3761;7752;37;;11;0,5
3762;7753;112;;7;4,0
3762;7754;82;;5;5,0
3763;7755;122;;5;2,0
3763;7756;46;;5;8,0
3763;7757;20;;2;8,0
3764;7758;122;;10;2,0
3764;7759;69;;1;2,0
3765;7760;77;;11;2,0
3765;7761;50;;11;5,6
3765;7762;55;;7;5,0
3766;7763;86;;6;0,5
3766;7764;95;;5;2,0
3767;7765;67;;8;3,5
3767;7766;126;;6;4,0
3768;7767;74;;8;3,0
3768;7768;26;;8;4,0
3768;7769;74;;7;3,0
3769;7770;74;;11;3,0
3769;7771;69;;5;2,0
3769;7772;7;;4;8,0
3770;7773;37;;9;0,5
3770;7774;44;;3;4,0
3770;7775;15;;2;4,5
3771;7776;21;;6;4,0
3771;7777;84;;2;0,75
3771;7778;100;;6;5,6
3772;7779;99;;3;3,8
3773;7780;93;;9;2,3
3773;7781;46;;9;8,0
3774;7782;39;;9;0,8
3775;7783;30;;1;4,0
3775;7784;21;;3;4,0
3775;7785;38;;5;0,5
3776;7786;3;;2;5,0
3776;7787;97;;9;9,0
3776;7788;7;;9;8,0
3777;7789;71;;6;4,0
3777;7790;67;;8;3,5
3778;7791;119;;7;2,0
3779;7792;18;;3;6,0
3780;7793;78;;2;2,0
3780;7794;1;;3;2,0
3781;7795;69;;2;2,0
3781;7796;119;;10;2,0
3781;7797;29;;7;1,5
3782;7798;90;;3;1,0
3782;7799;59;;4;3,0
3783;7800;63;;3;4,5
3784;7801;112;;5;4,0
3785;7802;70;;7;8,0
3786;7803;86;;5;0,5
3787;7804;100;;4;5,6
3787;7805;107;;8;8,0
3788;7806;71;;7;4,0
3789;7807;118;;4;6,0
3789;7808;86;;4;0,5
3790;7809;64;;7;4,5
3790;7810;1;;9;2,0
3791;7811;15;;6;4,5
3791;7812;93;;6;2,3
3792;7813;116;;2;3,0
3792;7814;76;;5;4,0
3793;7815;88;;2;0,5
3793;7816;81;;9;2,0
3793;7817;80;;8;4,0
3794;7818;104;;3;5,0
3794;7819;115;;2;4,5
3795;7820;15;;4;4,5
3795;7821;73;;6;3,0
3796;7822;25;;6;7,0
3797;7823;114;;2;4,5
3797;7824;16;;7;3,0
3797;7825;92;;8;2,4
3798;7826;92;;4;2,4
3798;7827;115;;9;4,5
3798;7828;35;;7;1,0
3799;7829;12;;5;4,0
3799;7830;60;;9;0,5
3800;7831;22;;4;2,0
3800;7832;7;;4;8,0
3801;7833;122;;1;2,0
3802;7834;50;;11;5,6
3803;7835;28;;4;2,0
3803;7836;123;;11;3,0
3803;7837;114;;8;4,5
3804;7838;31;;2;2,0
3804;7839;52;;1;4,0
3804;7840;125;;2;7,0
3805;7841;57;;9;8,0
3806;7842;56;;10;7,0
3806;7843;103;;6;5,0
3806;7844;88;;10;0,5
3807;7845;14;;2;4,5
3808;7846;62;;8;4,0
3809;7847;82;;11;5,0
3809;7848;9;;8;3,0
3809;7849;13;;5;4,5
3810;7850;73;;9;3,0
3810;7851;102;;11;4,0
3810;7852;114;;7;4,5
3811;7853;25;;3;7,0
3811;7854;40;;10;1,0
3812;7855;56;;2;7,0
3812;7856;69;;9;2,0
3812;7857;99;;2;3,8
3813;7858;63;;8;4,5
3813;7859;41;;11;1,2
3814;7860;90;;1;1,0
3814;7861;74;;1;3,0
3814;7862;101;;11;2,0
3815;7863;123;;8;3,0
3815;7864;124;;9;3,0
3816;7865;113;;3;4,5
3817;7866;7;;2;8,0
3817;7867;55;;9;5,0
3818;7868;21;;9;4,0
3819;7869;101;;3;2,0
3820;7870;108;;1;8,0
3820;7871;48;;5;4,5
3820;7872;26;;1;4,0
3821;7873;28;;3;2,0
3821;7874;37;;3;0,5
3821;7875;11;;4;8,0
3822;7876;28;;1;2,0
3823;7877;65;;6;4,5
3823;7878;92;;11;2,4
3823;7879;103;;11;5,0
3824;7880;65;;9;4,5
3824;7881;65;;1;4,5
3825;7882;5;;8;5,0
3825;7883;101;;10;2,0
3825;7884;62;;6;4,0
3826;7885;41;;1;1,2
3827;7886;6;;9;7,0
3827;7887;62;;1;4,0
